posPacmanX,posPacmanY,directionPacman,directionGhost1,directionGhost2,directionGhost3,directionGhost4, distanceGhosts1,directionGhost2,directionGhost3,directionGhost4,walls_flattened,wallDimensionsX,wallDimensionsY,posGhost1X,posGhost1Y,posGhost2X,posGhost2Y,posGhost3X,posGhost3Y,posGhost4X,posGhost4Y,legalNorth,legalSouth,legalEast,legalWest,legalStop,livingGhost1,livingGhost2,livingGhost3,livingGhost4,foodFlattened,score
14,11,East,Stop,Stop,East,North,None,None,5,3,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,1,1,3,1,13,7,14,7,False,True,True,True,True,False,False,True,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,442,
14,10,South,Stop,Stop,East,North,None,None,4,1,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,1,1,3,1,13,7,14,8,True,True,False,False,True,False,False,True,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,541,
14,9,South,Stop,Stop,North,Stop,None,None,2,None,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,1,1,3,1,13,8,7,1,True,True,True,True,True,False,False,True,False,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,740,
1,11,Stop,None,None,None,None,11,7,7,18,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,6,5,6,9,8,11,14,6,False,True,True,False,True,True,True,True,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,0,
1,11,Stop,Stop,Stop,West,Stop,11,7,6,18,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,6,5,6,9,7,11,14,6,False,True,True,False,True,True,True,True,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,-1,
1,11,Stop,West,North,West,North,10,6,6,17,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,5,5,6,10,7,11,14,6,False,True,True,False,True,True,True,True,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,-2,
1,11,Stop,West,South,East,North,10,7,7,16,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,5,5,6,9,8,11,14,7,False,True,True,False,True,True,True,True,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,-3,
1,11,Stop,West,South,East,North,9,7,8,15,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,4,5,6,9,9,11,14,8,False,True,True,False,True,True,True,True,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,-4,
1,11,Stop,West,East,West,East,8,8,7,16,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,3,5,7,9,8,11,14,9,False,True,True,False,True,True,True,True,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,-5,
2,11,East,East,East,West,West,8,7,5,14,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,4,5,7,9,7,11,15,9,False,False,True,True,True,True,True,True,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,-6,
3,11,East,East,West,East,East,7,5,5,14,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,4,5,6,9,8,11,14,9,False,False,True,True,True,True,True,True,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,-7,
4,11,East,South,North,West,West,7,3,3,12,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,4,4,6,10,7,11,15,9,False,False,True,True,True,True,True,True,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,-8,
5,11,East,East,West,West,South,7,1,2,12,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,5,4,5,10,7,11,14,9,False,True,True,True,True,True,True,True,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,-9,
6,11,East,East,East,East,South,8,1,2,11,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,5,4,6,10,8,11,14,8,False,True,True,True,True,True,True,True,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,-10,
7,11,East,East,North,East,North,9,1,1,9,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,5,4,6,11,8,11,14,8,False,False,True,True,True,True,True,True,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,-11,
8,11,East,East,West,Stop,West,9,3,None,7,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,6,4,5,11,5,1,14,9,False,False,True,True,True,True,True,False,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,188,
9,11,East,East,West,Stop,East,10,4,None,7,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,6,4,5,11,5,1,13,9,False,False,True,True,True,True,True,False,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,187,
10,11,East,East,South,Stop,South,11,6,None,7,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,6,4,5,10,5,1,14,9,False,True,True,True,True,True,True,False,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,186,
11,11,East,South,East,Stop,East,13,6,None,7,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,6,3,6,10,5,1,14,8,False,True,True,True,True,True,True,False,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,185,
12,11,East,West,West,Stop,East,15,8,None,7,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,5,3,5,10,5,1,15,8,False,False,True,True,True,True,True,False,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,184,
13,11,East,West,North,Stop,East,17,8,None,7,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,4,3,5,11,5,1,16,8,False,False,True,True,True,True,True,False,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,183,
14,11,East,West,West,Stop,East,19,10,None,7,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,3,3,4,11,5,1,17,8,False,True,True,True,True,True,True,False,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,182,
14,10,South,West,East,Stop,North,19,10,None,5,TTTTTTTTTTTTTTTTTTTTTFFFFFFFFFFFFFFFFFFTTFTTTFFTTTFFTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFFFFFFFFFFTFFFFFFFTTFTTTTTTFFFTTTFTTTFTTFFFFFFFFFFFFFFFFFFTTFFFFFFFFFFFTFFFFFFTTFFFFFFFFFFFTFFFFFFTTTTTTTTTTTTTTTTTTTTTTFTFTFTFTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT,20,13,2,3,5,11,5,1,18,8,True,True,False,False,True,True,True,False,True,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFTFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,281,
